,causes_type,sample_index,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature60,feature20_distance,featureY_if,featureX_if,featureY_mean,featureX_mean,featureY_min,featureX_min
10739,rootcause3,1513,315.01,14.17,2,0,1601,0,0,0,9.44,425714,266,1601,13.18,2,,,,,,,,,,
10740,rootcause3,1513,321.85,13.26,2,0,1601,0,0,0,9.31,427198,267,1601,13.6,2,,,,,,,,,,
10741,rootcause3,1513,354.63,13.92,2,0,1601,0,0,0,8.94,427004,267,1601,14,2,,,,,,,,,,
10742,rootcause3,1513,261.46,14.77,2,0,1601,0,0,0,9.18,425521,266,1601,13.69,2,,,,,,,,,,
10743,rootcause3,1513,274.66,12.27,2,4,1443,0,0,0.16,10.97,385513,266,1448,13.82,2,,,,,,,,,,
10744,rootcause3,1513,267.8,12.45,1.97,51,1501,0,0,0,9.21,408086,263,1552,12.15,2,,,,,,,,,,
10745,rootcause3,1513,173.72,16.53,1.96,53,1300,0,0,0,17.31,342938,254,1352,13.5,2,,,,,,,,,,
10746,rootcause3,1513,108.89,16.24,1.96,54,1387,0,0,4.93,29.61,371377,258,1441,10.17,2,,,,,,,,,,
10747,rootcause2&rootcause3,1515,114.04,9.84,2,0,1563,0,0,0,8.77,391368,250,1563,8.11,2,,,,198.2650752,-346.895,-14.875,-110.720625,-4.69625,-121.25,-14.63
10748,rootcause2&rootcause3,1515,44.78,12.7,2,122,1154,128,0,2.14,29.75,341447,243,1404,8.71,2,,,,,,,,,,
10749,rootcause2&rootcause3,1515,10,12.41,1.99,6,1177,0,0,0.27,36.95,286805,242,1184,9.04,2,-0.5,-102.75,-100.13,184.6044717,-336.13,-20.415,-109.716875,-7.114375,-121.13,-17.5
10750,rootcause2&rootcause3,1515,41.98,21.81,1.42,279,198,0,0,10.1,55.2,111714,235,476,12.54,1,1.13,-99.88,-104.38,181.5486022,-347.155,-11.46,-109.0325,-4.2425,-115.25,-12.75
10751,rootcause2&rootcause3,1515,43.3,16.91,1,1336,0,0,0,0.79,22.82,334133,250,1336,13.26,1,5,-95.75,-103.63,163.1046718,-377.15,-16.18,-107.17375,-4.98,-121.5,-17.31
10752,rootcause2&rootcause3,1515,73.28,11.22,1,1019,0,0,0,0,12.49,254475,250,1019,13.6,1,,,,165.7038049,-353.87,-13.955,-106.6725,-4.285,-115.31,-14.31
10753,rootcause2&rootcause3,1515,50.1,14.44,1,1400,0,0,0,0,3.65,352484,252,1400,11.78,1,,,,,,,,,,
10754,rootcause2&rootcause3,1515,102.58,18.1,2.21,139,856,445,0,12.89,48.3,335743,233,1441,14,2,8.25,-94.38,-102.25,172.2115043,-347.36,-13.21,-104.498125,-4.31375,-116.81,-16.81
10755,rootcause2&rootcause3,1515,87.27,7.12,1.99,9,1273,0,0,0,10.21,320594,250,1282,14.5,2,1.13,-94.13,-95,172.2115043,-332.005,-1.64,-100.028125,-1.078125,-113.44,-13.63
10756,rootcause2&rootcause3,1515,96.53,13.06,1.06,1379,83,0,0,0.14,2.05,364793,250,1461,14.52,1,10.75,-98,-96.38,194.846583,-277.795,5.215,-99.1625,0.87125,-111.13,-5.44
10757,rootcause2&rootcause3,1515,204.66,16.23,2,0,1334,0,0,0,5.02,331624,249,1334,14.94,2,,,,134.8199034,-409.515,-9.085,-102.574375,-3.065,-114.06,-14.06
10758,rootcause2&rootcause3,1515,262.38,18.95,2,3,1316,0,0,0.08,7.39,328204,249,1319,14.82,2,15.38,-91,-90.5,155.1718927,-350.15,8.97,-99.833125,1.4175,-108.63,-10.31
10759,rootcause2&rootcause3,1515,143.62,18.52,2,0,1282,0,0,0,11.83,320638,250,1283,14.88,2,,,,172.2115043,-321.355,18.325,-97.29,4.308125,-121.69,-11.88
10760,rootcause2&rootcause3,1515,213.02,18.18,2,3,1132,0,0,0,9.68,280772,248,1134,14.47,2,14.63,-90.13,-97,168,-348.01,21.295,-101.75,5.57125,-109.38,-4.81
10761,rootcause2&rootcause3,1515,191.66,16.26,2,3,1376,0,0,0.08,10.44,346111,251,1379,12.14,2,,,,,,,,,,
10762,rootcause2&rootcause3,1515,209.22,15.53,2,0,1585,0,0,0,8.52,399119,252,1585,12.38,2,10,-89.38,-101.38,106.0309993,-442.045,12.47,-101.55875,2.249375,-118,-13.38
10763,rootcause2&rootcause3,1515,188.1,16.4,2,0,1514,0,0,0,10.03,373105,246,1515,11.74,2,11.88,-93.38,-96.63,168,-330.31,13.025,-96.575625,3.210625,-108.5,-6.94
10764,rootcause2&rootcause3,1515,234.13,15.01,2,0,1517,0,0,0,7.11,382110,252,1517,11.88,2,15.75,-85.88,-98.88,168,-335.36,13.76,-98.0875,3.390625,-104.81,-5.94
10765,rootcause2&rootcause3,1515,226.22,17.36,2,0,1537,0,0,0,8.92,387362,252,1536,11.84,2,13.5,-87.38,-99.25,154.1840862,-363.78,-1.44,-104.060625,-1.1375,-113.44,-11.13
10766,rootcause2&rootcause3,1515,118.12,16.75,2,0,1596,0,0,0.35,11.71,402248,252,1596,12.62,2,11.13,-95.75,-104.25,181.5486022,-339.675,-11.4,-106.86125,-4.46625,-120.69,-18.44
10767,rootcause2&rootcause3,1515,70.37,14.41,2,0,1173,0,0,2.2,14.76,286358,244,1173,14.2,2,3.13,-93.75,-102,172.8171096,-363.925,-20.44,-108.41875,-6.660625,-124.19,-18.06
10768,rootcause2&rootcause3,1515,49.22,10.43,1.54,638,740,0,0,1.06,10.67,333145,242,1378,10.44,1,,,,158.2348937,-373.88,-13.28,-105.408125,-4.1925,-115.06,-14
10769,rootcause2&rootcause3,1515,41.37,15.54,1.64,502,900,0,0,2.79,33.4,338512,241,1402,11.6,2,3.75,-99.5,-98.5,209.6734481,-321.62,-27.27,-111.8325,-9.591875,-119.38,-17.56
10770,rootcause2&rootcause3,1515,31.03,6.28,1.36,781,430,0,0,0,4.88,304076,251,1211,,1,,,,229.7777435,-310.175,-23.715,-113.454375,-8.923125,-119.44,-18.81
10771,rootcause2&rootcause3,1515,57.05,15.71,1.74,280,779,0,0,7.09,37.78,250099,236,1059,10.86,2,,,,,,,,,,
10772,rootcause2&rootcause3,1515,83.42,13.82,1.13,1170,172,0,0,1.07,9.7,335848,250,1342,12.87,1,9.13,-97.88,-107.63,186.5332592,-365.305,-11.955,-109.263125,-4.32125,-123,-17
10773,rootcause2&rootcause3,1515,116.3,15.88,1,1452,0,0,0,1.48,11.46,364971,251,1452,13.58,1,,,,175.2619993,-382.12,-14.91,-109.821875,-5.173125,-118.63,-18
10774,rootcause2&rootcause3,1515,39.02,,,,,,,,,,,,,,,,,,,,,,,
10775,rootcause2&rootcause3,1515,72.82,,,,,,,,,,,,,,,,,,,,,,,
10776,rootcause2&rootcause3,1515,120.3,,,,,,,,,,,,,,,,,,,,,,,
10777,rootcause2&rootcause3,1515,115.73,,,,,,,,,,,,,,,,,,,,,,,
10778,rootcause2&rootcause3,1515,109.11,,,,,,,,,,,,,,,,,,,,,,,
10779,rootcause2&rootcause3,1515,85.06,18.08,1,690,0,0,0,0.61,5.46,174146,252,691,,1,,,,,,,,,,
10780,rootcause2&rootcause3,1515,93.82,19.18,2.29,182,584,574,0,12.57,47.85,317856,237,1339,12.68,2,,,,,,,,,,
10781,rootcause2&rootcause3,1515,148.75,17.86,2,2,1359,0,0,0.18,19.27,330172,242,1362,11.28,2,17.75,-91.88,-102.63,133.4247079,-410.91,21.02,-102.798125,3.42625,-111.63,-17.69
10782,rootcause2&rootcause3,1531,447.97,15.47,2,0,1601,0,0,0,8.19,417627,261,1601,4.36,2,,,,,,,,,,
10783,rootcause2&rootcause3,1531,437.77,15.54,2,1,1600,0,0,0,9.74,417061,261,1601,4.56,2,,,,,,,,,,
10784,rootcause2&rootcause3,1531,394.98,14.76,2,0,1601,0,0,0,9.8,418272,261,1601,5.52,2,,,,,,,,,,
10785,rootcause2&rootcause3,1531,280.45,9.31,1.48,779,730,0,0,0,4.24,305315,202,1509,11.88,1,,,,,,,,,,
10786,rootcause2&rootcause3,1531,93.36,3.86,1,1601,0,0,0,0,0,242562,152,1601,13.8,1,,,,,,,,,,
10787,rootcause2&rootcause3,1531,84.91,6.09,1.12,1159,156,0,0,0,2.51,227416,173,1315,8.79,1,,,,,,,,,,
10788,rootcause2&rootcause3,1531,181.97,8.74,2.28,361,106,686,0,0,7.79,289197,251,1153,7.36,2,,,,,,,,,,
10789,rootcause2&rootcause3,1531,243.67,13.31,2,2,1327,0,0,0,7.53,338548,255,1330,6,2,,,,,,,,,,
10790,rootcause2&rootcause3,1531,357.4,12.75,2,0,1600,0,0,0,7.93,416708,260,1600,5.04,2,,,,,,,,,,
10791,rootcause2&rootcause3,1531,346.11,13.1,2,0,1601,0,0,0,9.74,416980,261,1600,4.88,2,,,,,,,,,,
10792,rootcause2&rootcause3,1531,255.38,9.77,2,0,1444,0,0,0,8.91,368598,255,1445,3.56,2,,,,,,,,,,
10793,rootcause1,1540,39.1,,,,,,,,,,,,,,,,,,,,,,,
10794,rootcause1,1540,60.76,,,,,,,,,,,,,,,,,,,,,,,
10795,rootcause1,1540,58.6,,,,,,,,,,,,,,,,,,,,,,,
10796,rootcause1,1540,28.77,,,,,,,,,,,,,,,,,,,,,,,
10797,rootcause1,1540,57.46,,,,,,,,,,,,,,,,,,,,,,,
10798,rootcause1,1540,65.58,,,,,,,,,,,,,,,,,,,,,,,
10799,rootcause1,1540,73.98,,,,,,,,,,,,,,,,,,,,,,,
10800,rootcause1,1540,79.57,,,,,,,,,,,,,,,,,,,,,,,
10801,rootcause1,1540,113.28,,,,,,,,,,,,,,,,,,,,,,,
10802,rootcause1,1540,104.8,,,,,,,,,,,,,,,,,,,,,,,
10803,rootcause1,1540,117.13,,,,,,,,,,,,,,,,,,,,,,,
10804,rootcause1,1540,108.23,,,,,,,,,,,,,,,,,,,,,,,
10805,rootcause1,1540,82.1,,,,,,,,,,,,,,,,,,,,,,,
10806,rootcause1,1540,56.94,,,,,,,,,,,,,,,,,,,,,,,
10807,rootcause1,1540,54.97,,,,,,,,,,,,,,,,,,,,,,,
10808,rootcause1,1540,58.5,,,,,,,,,,,,,,,,,,,,,,,
10809,rootcause1,1540,53.98,,,,,,,,,,,,,,,,,,,,,,,
10810,rootcause1,1540,32.26,,,,,,,,,,,,,,,,,,,,,,,
10811,rootcause1,1540,38.1,,,,,,,,,,,,,,,,,,,,,,,
10812,rootcause1,1540,40.08,20.8,4,0,0,0,1354,0,9.72,203678,150,1355,,4,,,,,,,,,,
10813,rootcause1,1540,78.28,15.08,2.51,156,0,482,0,0,1.41,84704,133,638,12.25,3,,,,,,,,,,
10814,rootcause1,1547,19.4,,,,,,,,,,,,,,,,,,,,,,,
10815,rootcause1,1547,29.44,,,,,,,,,,,,,,,,,,,,,,,
10816,rootcause1,1547,53.15,,,,,,,,,,,,,,,,,,,,,,,
10817,rootcause1,1547,63.24,23.79,3,0,0,258,0,0,11.03,67246,261,258,,3,,,,,,,,,,
10818,rootcause1,1547,32.12,,,,,,,,,,,,,,,,,,,,,,,
10819,rootcause1,1547,31.92,,,,,,,,,,,,,,,,,,,,,,,
10820,rootcause1,1547,56.54,,,,,,,,,,,,,,,,,,,,,,,
10821,rootcause1,1547,58.62,,,,,,,,,,,,,,,,,,,,,,,
10822,rootcause1,1547,49.73,,,,,,,,,,,,,,,,,,,,,,,
10823,rootcause1,1547,55.69,,,,,,,,,,,,,,,,,,,,,,,
10824,rootcause1,1547,35.05,,,,,,,,,,,,,,,,,,,,,,,
10825,rootcause1,1547,54.06,,,,,,,,,,,,,,,,,,,,,,,
10826,rootcause1,1547,38.72,,,,,,,,,,,,,,,,,,,,,,,
10827,rootcause1,1547,46.06,,,,,,,,,,,,,,,,,,,,,,,
10828,rootcause1,1547,45.27,,,,,,,,,,,,,,,,,,,,,,,
10829,rootcause1,1547,28.39,,,,,,,,,,,,,,,,,,,,,,,
10830,rootcause1,1547,14.98,,,,,,,,,,,,,,,,,,,,,,,
10831,rootcause1,1547,66.22,,,,,,,,,,,,,,,,,,,,,,,
10832,rootcause1,1547,39.94,14.06,2.56,74,0,264,0,0,0.59,32729,97,338,12.13,3,,,,,,,,,,
10833,rootcause1,1573,9.15,,,,,,,,,,,,,,,,,,,,,,,
10834,rootcause1,1573,13.9,,,,,,,,,,,,,,,,,,,,,,,
10835,rootcause1,1573,13.84,,,,,,,,,,,,,,,,,,,,,,,
10836,rootcause1,1573,24.44,,,,,,,,,,,,,,,,,,,,,,,
10837,rootcause1,1573,38.62,,,,,,,,,,,,,,,,,,,,,,,
10838,rootcause1,1573,42.75,,,,,,,,,,,,,,,,,,,,,,,
10839,rootcause1,1573,39.58,,,,,,,,,,,,,,,,,,,,,,,
10840,rootcause1,1573,41.54,,,,,,,,,,,,,,,,,,,,,,,
10841,rootcause1,1573,58.74,,,,,,,,,,,,,,,,,,,,,,,
10842,rootcause1,1573,56.45,,,,,,,,,,,,,,,,,,,,,,,
10843,rootcause1,1573,48.86,,,,,,,,,,,,,,,,,,,,,,,
10844,rootcause1,1573,48.32,,,,,,,,,,,,,,,,,,,,,,,
10845,rootcause1,1573,34.18,,,,,,,,,,,,,,,,,,,,,,,
10846,rootcause1,1573,38.59,,,,,,,,,,,,,,,,,,,,,,,
10847,rootcause1,1573,66.42,,,,,,,,,,,,,,,,,,,,,,,
10848,rootcause1,1573,43.31,,,,,,,,,,,,,,,,,,,,,,,
10849,rootcause1,1573,49.58,,,,,,,,,,,,,,,,,,,,,,,
10850,rootcause1,1573,45.19,,,,,,,,,,,,,,,,,,,,,,,
10851,rootcause1,1573,35.86,,,,,,,,,,,,,,,,,,,,,,,
10852,rootcause1,1573,42.38,,,,,,,,,,,,,,,,,,,,,,,
10853,rootcause1,1573,46.94,,,,,,,,,,,,,,,,,,,,,,,
10854,rootcause1,1573,53.94,,,,,,,,,,,,,,,,,,,,,,,
10855,rootcause1,1573,38.41,,,,,,,,,,,,,,,,,,,,,,,
10856,rootcause1,1573,40.06,23.56,3,2,0,815,0,0,12.15,211821,259,818,12.46,3,,,,,,,,,,
10857,rootcause1,1573,182.67,13.94,3.71,75,0,0,706,0,1.67,133243,171,780,11.2,4,,,,,,,,,,
10858,rootcause1,1573,218.86,15.37,3.14,147,0,370,424,0,5.32,147116,156,941,11.17,3,,,,,,,,,,
10859,rootcause1,1573,134.88,15.29,2.77,150,0,1156,0,0,0.92,124494,95,1307,12.13,3,,,,,,,,,,
10860,rootcause3,1574,445.06,11.42,3,0,0,1561,0,0,8.28,408170,261,1561,9.68,3,,,,,,,,,,
10861,rootcause3,1574,463.14,11.24,3,0,0,1601,0,0,8.81,418918,262,1601,8.88,3,,,,,,,,,,
10862,rootcause3,1574,427.3,10.53,2.88,0,186,1415,0,0,8.06,418482,261,1601,8.8,2,,,,,,,,,,
10863,rootcause3,1574,397.03,12.87,2,0,1601,0,0,0,8.69,418643,261,1601,8.04,2,,,,,,,,,,
10864,rootcause3,1574,397.86,12.53,2,0,1600,0,0,0,9.24,418726,262,1601,7.36,2,,,,,,,,,,
10865,rootcause3,1574,372.74,10.97,2,0,1600,0,0,0,7.68,417467,261,1600,6.72,2,,,,,,,,,,
10866,rootcause3,1574,352.33,10.47,2,0,1601,0,0,0,9.19,417481,261,1600,5,2,,,,,,,,,,
10867,rootcause3,1574,144.2,4.62,1.13,1297,196,0,0,0,0.67,388551,260,1493,4.96,1,,,,,,,,,,
10868,rootcause3,1574,105.45,3.86,1,1547,0,0,0,0,0,402568,260,1547,8.04,1,,,,,,,,,,
10869,rootcause3,1574,184.49,13.88,1,1276,0,0,0,0,9.08,325598,255,1276,8.13,1,,,,,,,,,,
10870,rootcause3,1574,355.78,10.84,2,1,1600,0,0,0,9.5,417209,261,1601,6.48,2,,,,,,,,,,
10871,rootcause3,1574,331.62,9.19,2,0,1601,0,0,0,8.93,418046,261,1601,5.04,2,,,,,,,,,,
10872,rootcause3,1574,297.03,,,,,,,,,,,,,,,,,,,,,,,
10873,rootcause3,1574,134.44,,,,,,,,,,,,,,,,,,,,,,,
10874,rootcause3,1574,120.61,,,,,,,,,,,,,,,,,,,,,,,
10875,rootcause3,1574,99.81,,,,,,,,,,,,,,,,,,,,,,,
10876,rootcause3,1574,73.05,,,,,,,,,,,,,,,,,,,,,,,
10877,rootcause3,1574,55.6,,,,,,,,,,,,,,,,,,,,,,,
10878,rootcause3,1574,37.07,,,,,,,,,,,,,,,,,,,,,,,
10879,rootcause3,1574,35.38,,,,,,,,,,,,,,,,,,,,,,,
10880,rootcause3,1574,9.16,,,,,,,,,,,,,,,,,,,,,,,
10881,rootcause3,1574,27.02,,,,,,,,,,,,,,,,,,,,,,,
10882,rootcause3,1574,21.15,,,,,,,,,,,,,,,,,,,,,,,
10883,rootcause3,1574,19.3,,,,,,,,,,,,,,,,,,,,,,,
10884,rootcause3,1574,26.51,,,,,,,,,,,,,,,,,,,,,,,
10885,rootcause3,1574,30.65,,,,,,,,,,,,,,,,,,,,,,,
10886,rootcause3,1574,24.09,,,,,,,,,,,,,,,,,,,,,,,
10887,rootcause3,1574,20.72,,,,,,,,,,,,,,,,,,,,,,,
10888,rootcause3,1574,25.86,,,,,,,,,,,,,,,,,,,,,,,
10889,rootcause3,1574,34.44,,,,,,,,,,,,,,,,,,,,,,,
10890,rootcause3,1574,51.04,,,,,,,,,,,,,,,,,,,,,,,
10891,rootcause3,1574,20.51,,,,,,,,,,,,,,,,,,,,,,,
10892,rootcause3,1574,12.79,,,,,,,,,,,,,,,,,,,,,,,
10893,rootcause3,1574,31.69,,,,,,,,,,,,,,,,,,,,,,,
10894,rootcause3,1574,42.7,,,,,,,,,,,,,,,,,,,,,,,
10895,rootcause3,1574,36.18,,,,,,,,,,,,,,,,,,,,,,,
10896,rootcause3,1574,6.21,,,,,,,,,,,,,,,,,,,,,,,
10897,rootcause3,1574,30.86,,,,,,,,,,,,,,,,,,,,,,,
10898,rootcause3,1574,30.26,,,,,,,,,,,,,,,,,,,,,,,
10899,rootcause3,1574,21.74,,,,,,,,,,,,,,,,,,,,,,,
10900,rootcause3,1574,19.08,,,,,,,,,,,,,,,,,,,,,,,
10901,rootcause3,1574,5.94,,,,,,,,,,,,,,,,,,,,,,,
10902,rootcause3,1574,26.38,,,,,,,,,,,,,,,,,,,,,,,
10903,rootcause3,1574,27.7,,,,,,,,,,,,,,,,,,,,,,,
10904,rootcause3,1574,8.26,,,,,,,,,,,,,,,,,,,,,,,
10905,rootcause3,1574,52.91,,,,,,,,,,,,,,,,,,,,,,,
10906,rootcause3,1574,31.92,,,,,,,,,,,,,,,,,,,,,,,
10907,rootcause3,1574,4.13,,,,,,,,,,,,,,,,,,,,,,,
10908,rootcause3,1574,25.05,,,,,,,,,,,,,,,,,,,,,,,
10909,rootcause3,1574,38.98,,,,,,,,,,,,,,,,,,,,,,,
10910,rootcause3,1574,40.5,,,,,,,,,,,,,,,,,,,,,,,
10911,rootcause3,1574,38.39,,,,,,,,,,,,,,,,,,,,,,,
10912,rootcause3,1574,31.85,,,,,,,,,,,,,,,,,,,,,,,
10913,rootcause3,1574,30.5,,,,,,,,,,,,,,,,,,,,,,,
10914,rootcause3,1574,30.79,,,,,,,,,,,,,,,,,,,,,,,
10915,rootcause3,1574,39.74,,,,,,,,,,,,,,,,,,,,,,,
10916,rootcause3,1574,41.5,,,,,,,,,,,,,,,,,,,,,,,
10917,rootcause3,1574,33.86,,,,,,,,,,,,,,,,,,,,,,,
10918,rootcause3,1574,7.6,,,,,,,,,,,,,,,,,,,,,,,
10919,rootcause3,1574,16.61,,,,,,,,,,,,,,,,,,,,,,,
10920,rootcause3,1574,33.3,,,,,,,,,,,,,,,,,,,,,,,
10921,rootcause3,1574,40.15,,,,,,,,,,,,,,,,,,,,,,,
10922,rootcause3,1574,39.74,,,,,,,,,,,,,,,,,,,,,,,
10923,rootcause3,1574,40.87,,,,,,,,,,,,,,,,,,,,,,,
10924,rootcause3,1574,13.76,,,,,,,,,,,,,,,,,,,,,,,
10925,rootcause3,1574,68.53,,,,,,,,,,,,,,,,,,,,,,,
10926,rootcause3,1574,68.99,,,,,,,,,,,,,,,,,,,,,,,
10927,rootcause3,1574,61.42,,,,,,,,,,,,,,,,,,,,,,,
10928,rootcause3,1574,67.59,,,,,,,,,,,,,,,,,,,,,,,
10929,rootcause3,1574,79.34,,,,,,,,,,,,,,,,,,,,,,,
10930,rootcause3,1574,15.54,,,,,,,,,,,,,,,,,,,,,,,
10931,rootcause3,1574,69.79,,,,,,,,,,,,,,,,,,,,,,,
10932,rootcause3,1574,56.82,,,,,,,,,,,,,,,,,,,,,,,
10933,rootcause3,1574,3.58,,,,,,,,,,,,,,,,,,,,,,,
10934,rootcause3,1574,15.87,,,,,,,,,,,,,,,,,,,,,,,
10935,rootcause3,1574,14.23,,,,,,,,,,,,,,,,,,,,,,,
10936,rootcause3,1574,25.38,,,,,,,,,,,,,,,,,,,,,,,
10937,rootcause3,1574,50.2,,,,,,,,,,,,,,,,,,,,,,,
10938,rootcause3,1574,52.46,,,,,,,,,,,,,,,,,,,,,,,
10939,rootcause3,1574,57.9,,,,,,,,,,,,,,,,,,,,,,,
10940,rootcause3,1574,71.73,,,,,,,,,,,,,,,,,,,,,,,
10941,rootcause3,1574,55.14,,,,,,,,,,,,,,,,,,,,,,,
10942,rootcause3,1574,56.78,,,,,,,,,,,,,,,,,,,,,,,
10943,rootcause3,1574,56.74,,,,,,,,,,,,,,,,,,,,,,,
10944,rootcause3,1574,56.64,,,,,,,,,,,,,,,,,,,,,,,
10945,rootcause3,1574,62.1,,,,,,,,,,,,,,,,,,,,,,,
10946,rootcause3,1574,77.01,,,,,,,,,,,,,,,,,,,,,,,
10947,rootcause3,1574,49.32,,,,,,,,,,,,,,,,,,,,,,,
10948,rootcause3,1574,45.15,,,,,,,,,,,,,,,,,,,,,,,
10949,rootcause3,1574,42.93,,,,,,,,,,,,,,,,,,,,,,,
10950,rootcause3,1574,30.92,,,,,,,,,,,,,,,,,,,,,,,
10951,rootcause3,1574,40.58,,,,,,,,,,,,,,,,,,,,,,,
10952,rootcause3,1574,35.21,,,,,,,,,,,,,,,,,,,,,,,
10953,rootcause3,1574,48.66,,,,,,,,,,,,,,,,,,,,,,,
10954,rootcause3,1574,45.52,,,,,,,,,,,,,,,,,,,,,,,
10955,rootcause3,1574,58.28,,,,,,,,,,,,,,,,,,,,,,,
10956,rootcause3,1574,69.14,,,,,,,,,,,,,,,,,,,,,,,
10957,rootcause3,1574,95.25,,,,,,,,,,,,,,,,,,,,,,,
10958,rootcause3,1574,66.49,,,,,,,,,,,,,,,,,,,,,,,
10959,rootcause3,1574,35.42,,,,,,,,,,,,,,,,,,,,,,,
10960,rootcause3,1574,40.85,7.1,2,0,570,0,0,0,4.69,149383,262,571,4.08,2,,,,,,,,,,
10961,rootcause2&rootcause3,1577,469.67,16.17,2,0,1601,0,0,0,7.68,416915,260,1601,9.68,2,,,,,,,,,,
10962,rootcause2&rootcause3,1577,439.58,,,,,,,,,,,,,,,,,,,,,,,
10963,rootcause2&rootcause3,1577,54.61,,,,,,,,,,,,,,,,,,,,,,,
10964,rootcause2&rootcause3,1577,57.62,,,,,,,,,,,,,,,,,,,,,,,
10965,rootcause2&rootcause3,1577,44.34,,,,,,,,,,,,,,,,,,,,,,,
10966,rootcause2&rootcause3,1577,38.49,,,,,,,,,,,,,,,,,,,,,,,
10967,rootcause2&rootcause3,1577,43.78,,,,,,,,,,,,,,,,,,,,,,,
10968,rootcause2&rootcause3,1577,36.97,,,,,,,,,,,,,,,,,,,,,,,
10969,rootcause2&rootcause3,1577,42.1,,,,,,,,,,,,,,,,,,,,,,,
10970,rootcause2&rootcause3,1577,31.95,,,,,,,,,,,,,,,,,,,,,,,
10971,rootcause2&rootcause3,1577,63.36,,,,,,,,,,,,,,,,,,,,,,,
10972,rootcause2&rootcause3,1577,67.93,,,,,,,,,,,,,,,,,,,,,,,
10973,rootcause2&rootcause3,1577,83.75,,,,,,,,,,,,,,,,,,,,,,,
10974,rootcause2&rootcause3,1577,9.74,,,,,,,,,,,,,,,,,,,,,,,
10975,rootcause2&rootcause3,1577,53.71,,,,,,,,,,,,,,,,,,,,,,,
10976,rootcause2&rootcause3,1577,64.06,,,,,,,,,,,,,,,,,,,,,,,
10977,rootcause2&rootcause3,1577,66.62,,,,,,,,,,,,,,,,,,,,,,,
10978,rootcause2&rootcause3,1577,66.01,,,,,,,,,,,,,,,,,,,,,,,
10979,rootcause2&rootcause3,1577,63.19,,,,,,,,,,,,,,,,,,,,,,,
10980,rootcause2&rootcause3,1577,58.5,,,,,,,,,,,,,,,,,,,,,,,
10981,rootcause2&rootcause3,1577,55.27,,,,,,,,,,,,,,,,,,,,,,,
10982,rootcause2&rootcause3,1577,10.22,,,,,,,,,,,,,,,,,,,,,,,
10983,rootcause2&rootcause3,1577,55.1,,,,,,,,,,,,,,,,,,,,,,,
10984,rootcause2&rootcause3,1577,45.96,,,,,,,,,,,,,,,,,,,,,,,
10985,rootcause2&rootcause3,1577,50.09,,,,,,,,,,,,,,,,,,,,,,,
10986,rootcause2&rootcause3,1577,45.32,,,,,,,,,,,,,,,,,,,,,,,
10987,rootcause2&rootcause3,1577,41.52,,,,,,,,,,,,,,,,,,,,,,,
10988,rootcause2&rootcause3,1577,40.52,,,,,,,,,,,,,,,,,,,,,,,
10989,rootcause2&rootcause3,1577,42.78,,,,,,,,,,,,,,,,,,,,,,,
10990,rootcause2&rootcause3,1577,28.51,,,,,,,,,,,,,,,,,,,,,,,
10991,rootcause2&rootcause3,1577,64.74,16.02,2,0,1140,0,0,0,9.7,296828,260,1141,9.33,2,,,,,,,,,,
10992,rootcause2&rootcause3,1577,128.61,3.85,1,1466,0,0,0,0,0,383114,261,1466,11.12,1,,,,,,,,,,
10993,rootcause2&rootcause3,1577,172.51,3.86,1,1601,0,0,0,0,0,420032,263,1600,11.96,1,,,,,,,,,,
10994,rootcause3,1579,431.46,13.22,3,0,0,1601,0,0,7.5,417059,260,1601,7.92,3,,,,,,,,,,
10995,rootcause3,1579,420.51,16.01,2.04,0,1507,70,0,0,7.86,411377,261,1577,7.48,2,,,,,,,,,,
10996,rootcause3,1579,483.78,17.59,2,0,1601,0,0,0,8.5,417335,261,1601,8.08,2,,,,,,,,,,
10997,rootcause3,1579,457.98,18.3,2,1,1599,0,0,0,10.56,414709,259,1601,8.04,2,,,,,,,,,,
10998,rootcause3,1579,438.57,17.17,2,0,1516,0,0,0,8.78,392106,259,1516,7.68,2,,,,,,,,,,
10999,rootcause3,1579,379.14,17.35,2,0,1462,0,0,0,7.73,377523,258,1461,7.8,2,,,,,,,,,,
11000,rootcause3,1579,348.75,16.11,2,0,1398,0,0,0,10.29,361656,259,1398,6.92,2,,,,,,,,,,
11001,rootcause3,1579,324.15,13.77,2,0,1601,0,0,0,7.75,414445,259,1601,5.92,2,,,,,,,,,,
11002,rootcause3,1579,296.93,13.16,2,1,1600,0,0,0,8.25,413639,258,1601,5.12,2,,,,,,,,,,
11003,rootcause3,1579,168.46,11.88,2,0,1350,0,0,0,11.89,343782,255,1350,6.25,2,,,,,,,,,,
11004,rootcause3,1579,51.42,,,,,,,,,,,,,,,,,,,,,,,
11005,rootcause3,1579,25.51,,,,,,,,,,,,,,,,,,,,,,,
11006,rootcause3,1579,50.38,,,,,,,,,,,,,,,,,,,,,,,
11007,rootcause3,1579,59.37,,,,,,,,,,,,,,,,,,,,,,,
11008,rootcause3,1579,33.21,,,,,,,,,,,,,,,,,,,,,,,
11009,rootcause3,1579,39.29,,,,,,,,,,,,,,,,,,,,,,,
11010,rootcause3,1579,54.16,,,,,,,,,,,,,,,,,,,,,,,
